Désignation article;Désignation famille;Désignation sous famille;Article;Prix VENTE;Stock en UV;Code TVA
HOPPY ROAD HAZY RIDER 33VP    	BIERES                        	BIERE 20/25/33/35CL VP        	4585	1.984445050955	113	2
BASQUELAND ZUMO  44BTE        	BIERES                        	BIERE 33/44/50 CL CANETTE     	4598	3.230596914291	28	2
DE RANKE GULDENBERG 75VC      	BIERES                        	BIERE 75VC                    	4633	5.245809996128	57	2
DE RANKE XX BITTER 75VC       	BIERES                        	BIERE 75VC                    	4634	4.925504910946	55	2
TATTOO ROSE 75CL              	VINS CAVE UNIQUEMENT          	COTES DE GASCOGNE             	4640	4.95	6	2
SOMMELIER ERMITAGE DBLE BOIS  	ARTICLES DIVERS               	ARTICLES DE CAVE / BIERE & VIN	4654	7.85000026226	0	2
PORTE CLE DECAPSULEUR METAL   	ARTICLES DIVERS               	ARTICLES DE CAVE / BIERE & VIN	4655	2.405000030994	0	2
CARROUSEL A BIERES KENZO 6B   	ARTICLES DIVERS               	CORBEILLES - COFFRETS- CARTONS	4661	4.719000148773	31	2
COFF BOIS VIANO 9B + 3 ACCESS 	ARTICLES DIVERS               	CORBEILLES - COFFRETS- CARTONS	4662	13.71500024796	0	2
STOP BULLE CHAMPAGNE TRICHET  	ARTICLES DIVERS               	ARTICLES DE CAVE / BIERE & VIN	4663	3.250030106878	0	2
GOOSE ISLAND IPA 6L           	BIERES                        	BIERES FUT 5L/6L/12.5L        	4669	31	5	2
REFACTURATION CONS CAISSE BIER	SERVICES                      	SERVICES FRAIS                	4676	2.1	0	2
RHUM RIVIERE DU MAT BLANC 70CL	ALCOOL                        	RHUMS DOMS                    	4677	10.99	18	2
GUE MOINES LABELLE SESIPA 33VP	BIERES                        	BIERE 20/25/33/35CL VP        	4678	2.248985971212	-6	2
CHANT DU COQ  BLANC 75CL      	VINS                          	COTES CATALANES               	4693	4.875000119209	6	2
CHANT DU COQ ROSE 75CL        	VINS                          	COTES DU ROUSSILLON           	4694	4.875000119209	18	2
RATZ TRIPLE 7°2    33VP       	BIERES                        	BIERE 20/25/33/35CL VP        	4707	1.503630065918	106	2
RATZ TRIPLE 7°2    75VP       	BIERES                        	BIERE 75VP                    	4708	3.093255078793	36	2
CAP DE FOUSTE GRDE RESERVE 75C	VINS                          	COTES DU ROUSSILLON           	4710	6.187499761581	1	2
CAP DE FOUSTE TAQUIN BLANC 75C	VINS                          	COTES CATALANES               	4712	3.75	3	2
CAP DE FOUSTE TAQUIN ROUGE 75C	VINS                          	COTES CATALANES               	4714	3.75	22	2
CAP DE FOUSTE MUSCAT RIV 75CL 	VINS                          	MUSCAT                        	4715	6.411999893189	0	2
SUPPORT BLLE FELIX COCKTAIL   	ARTICLES DIVERS               	ARTICLES DE CAVE / BIERE & VIN	4740	14.50000047684	0	2
SUPPORT BLLE FELIX MOTOCROSS  	ARTICLES DIVERS               	ARTICLES DE CAVE / BIERE & VIN	4741	17.1624994278	0	2
SUPPORT BLLE FELIX BARBECUE   	ARTICLES DIVERS               	ARTICLES DE CAVE / BIERE & VIN	4742	16.31250023842	2	2
SUPPORT BLLE FELIX BIKER COUPL	ARTICLES DIVERS               	ARTICLES DE CAVE / BIERE & VIN	4743	17.1624994278	0	2
SUPPORT BLLE FELIX GUITARISTE 	ARTICLES DIVERS               	ARTICLES DE CAVE / BIERE & VIN	4744	15.83750009537	1	2
CORB AMANDINE OSIER JONC      	ARTICLES DIVERS               	CORBEILLES - COFFRETS- CARTONS	4745	7.1	1	2
COFF PETANQUE LEON BOIS 1 BLLE	ARTICLES DIVERS               	CORBEILLES - COFFRETS- CARTONS	4747	20.99999904633	0	2
MEZCAL SAN COSME 70CL         	ALCOOL                        	TEQUILA                       	4750	25.98	0	2
BASQUELAND ZUMO 30L K         	BIERES                        	BIERE FUT 30L                 	4755	4.996680045128	150	2
RHUM ST JAMES IMPER BLANC 70CL	ALCOOL                        	RHUMS DOMS                    	4771	10.55	119	2
GIN GIBSONS LONDON DRY 70CL   	ALCOOL                        	GIN                           	4774	10.5	13	2
RHUM KRAKEN BLACK SPICED 70CL 	ALCOOL                        	RHUMS TIERS                   	4775	23.6	0	2
CACHACA AGUACANA 70CL         	ALCOOL                        	EAU DE VIE                    	4776	12.6	-2	2
WH CUTTY SARK ORIGINAL 70CL   	ALCOOL                        	WHISKY ECOSSAIS               	4777	13.05	28	2
FRAIS RESTITUTION MATERIEL    	SERVICES                      	SERVICES FRAIS                	4790	100	0	2
CRAK NAIMA 33CL BTE           	BIERES                        	BIERE 33/44/50 CL CANETTE     	4824	2.313800096512	4	2
CROQUANTS AUX AMANDES 180G    	ALIMENTAIRES                  	BISCUITS                      	4840	3.312500119209	0	3
LA CROUSTADE TRADITION 300G   	ALIMENTAIRES                  	BISCUITS                      	4842	3.400000035763	0	3
LA MERINGUE 100G              	ALIMENTAIRES                  	BISCUITS                      	4843	2.512499988079	0	3
PAIN EPICES PAVE ANCIENNE 500G	ALIMENTAIRES                  	BISCUITS                      	4845	5.27499973774	0	3
LA GAUFRE ROULEE 140G         	ALIMENTAIRES                  	BISCUITS                      	4846	2.5	0	3
MAD SCIENT NEW YORK MOCA 44BTE	BIERES                        	BIERE 33/44/50 CL CANETTE     	4861	2.699899961948	0	2
CAROLUS CLASSIC 75VP  X6      	BIERES                        	BIERE 75VP                    	4862	4.373040008545	0	2
DELIRIUM RED 33VC             	BIERES                        	BIERE 33CL VC                 	4863	1.789830082655	72	2
EDV POIRE ST FLORIAN 70CL     	ALCOOL                        	EAU DE VIE                    	4876	12.6	0	2
VODKA NIKKA COFFEY 70CL       	ALCOOL                        	VODKA                         	4881	24.80400089264	0	2
FEVER TREE TONIC WATER 20CL VP	SOFTS                         	BOISSONS SUCREES VP           	4886	1.15	388	3
RHUM CLAIRIN COMMUNAL 70CL    	ALCOOL                        	RHUMS TIERS                   	4887	23.02800064087	2	2
FEVER TREE GINGER BEER 20CL VP	SOFTS                         	BOISSONS SUCREES VP           	4889	1.149018995166	299	3
GRAND MARNIER CORDON RGE 70CL 	ALCOOL                        	LIQUEURS CREMES               	4893	22.5	0	2
PORTO CRUZ TAWNY ROUGE 75CL   	ALCOOL                        	VINS DE LIQUEUR               	4894	8.65	6	2
PORTO CRUZ BLANC 75CL         	ALCOOL                        	VINS DE LIQUEUR               	4895	8.45	14	2
DU CLAU POMME CASSIS 75VP     	JUS DE FRUIT                  	JUS DE FRUIT GAZEIFIE VP      	4910	3.587999987602	0	3
DU CLAU POMME BIO 75VP        	JUS DE FRUIT                  	JUS DE FRUIT GAZEIFIE VP      	4911	3.928500115871	0	3
BARO TENDRE SEC N°4 75CL      	VINS                          	GAILLAC                       	4947	4.725	74	2
KOZEL PILS 30L                	BIERES                        	BIERE FUT 30L                 	4995	2.09	0	2
VERRE LINDEMANS NEW 25 BALLON 	ARTICLES DIVERS               	VERRERIE                      	5004	1.848749965429	0	2
CH HERITAGE 1ER CRU ETUI 150CL	VINS                          	CHAMPAGNE                     	5012	52	0	2
SUPPORT BLLE  FELIX PHARE     	ARTICLES DIVERS               	ARTICLES DE CAVE / BIERE & VIN	5014	14.93749976158	1	2
HOPPY ROAD MAZOUT 33VP        	BIERES                        	BIERE 20/25/33/35CL VP        	5033	2.415960019827	1	2
RHUM MIRACIELO 70CL           	ALCOOL                        	RHUMS TIERS                   	5046	24.7	12	2
ST FEUILLIEN GRAND CRU 150CL  	BIERES                        	BIERE 150 CL/200CL            	5062	14.45661005974	0	2
SEAU GROLSCH PLASTIQUE        	ARTICLES DIVERS               	CORBEILLES - COFFRETS- CARTONS	5072	5.1	0	2
SEAU ASAHI METAL              	ARTICLES DIVERS               	CORBEILLES - COFFRETS- CARTONS	5073	14.1	0	2
GLACIERE PERONI               	ARTICLES DIVERS               	CORBEILLES - COFFRETS- CARTONS	5075	14.8	0	2
GLACIERE ASAHI                	ARTICLES DIVERS               	CORBEILLES - COFFRETS- CARTONS	5076	11.8	0	2
COFFRET UNICA SETA 3 BLLES BDX	ARTICLES DIVERS               	CORBEILLES - COFFRETS- CARTONS	5079	3.317999839783	0	2
KARMELIET TRIPLE 150VP        	BIERES                        	BIERE 150 CL/200CL            	5080	14.09234724999	0	2
CAFE MOULU PERLE NOIRE 250G   	ALIMENTAIRES                  	CAFE                          	5107	4.95	0	3
CAFE GRAIN PERLE NOIRE 250G   	ALIMENTAIRES                  	CAFE                          	5108	4.95	3	3
VALISETTE MUNICH 9B DECOR 33CL	ARTICLES DIVERS               	CORBEILLES - COFFRETS- CARTONS	5112	1.574999928474	40	2
VALISETTE BUFFALO 8B 33CL NOIR	ARTICLES DIVERS               	CORBEILLES - COFFRETS- CARTONS	5113	1.762499958277	89	2
CARROUSEL OTTAVIO 3B 75CL     	ARTICLES DIVERS               	CORBEILLES - COFFRETS- CARTONS	5114	7.679999828339	0	2
HOPPY ROAD LOVE POTION 33BTE  	BIERES                        	BIERE 33/44/50 CL CANETTE     	5139	2.776274943352	1	2
EMBALLAGE EXPEDITION 2 BLLES  	ARTICLES DIVERS               	CORBEILLES - COFFRETS- CARTONS	5153	3.5	0	2
EMBALLAGE EXPEDITION 3 BLLES  	ARTICLES DIVERS               	CORBEILLES - COFFRETS- CARTONS	5154	4	0	2
EMBALLAGE EXPEDITION 4 BLLES  	ARTICLES DIVERS               	CORBEILLES - COFFRETS- CARTONS	5155	4.5	0	2
CIDRE KUPELA BRUT 6°  33VP    	CIDRES                        	CIDRE BLLE                    	5164	1.897175941467	232	2
TARTINADE AUBERGINES BIO 110G 	ARTICLES DIVERS               	TERRINE - BOCAUX - SAUCIS-FROM	5181	3.737500011921	0	3
TARTINADE CAROTTES CUMIN 110G 	ARTICLES DIVERS               	TERRINE - BOCAUX - SAUCIS-FROM	5182	3.737500011921	0	3
TARTINADE POTIMARRON BIO 110G 	ARTICLES DIVERS               	TERRINE - BOCAUX - SAUCIS-FROM	5183	3.737500011921	0	3
TARTINADE HOUMOUS BIO 110G    	ARTICLES DIVERS               	TERRINE - BOCAUX - SAUCIS-FROM	5184	3.737500011921	0	3
TARTINADE SAUMON BIO 100G     	ARTICLES DIVERS               	TERRINE - BOCAUX - SAUCIS-FROM	5185	5.612499713898	0	3
TARTINADE DAURADE ROYALE 100G 	ARTICLES DIVERS               	TERRINE - BOCAUX - SAUCIS-FROM	5186	5.612499713898	0	3
TARTINADE VOLAILLE ANCIEN 100G	ARTICLES DIVERS               	TERRINE - BOCAUX - SAUCIS-FROM	5187	4.412499964237	0	3
TARTINADE VOLAILLE NOIX 100G  	ARTICLES DIVERS               	TERRINE - BOCAUX - SAUCIS-FROM	5188	4.412499964237	0	3
TARTINADE POULET GINGEMB 100G 	ARTICLES DIVERS               	TERRINE - BOCAUX - SAUCIS-FROM	5189	4.162499904633	0	3
TARTINADE POULET POIVRONS 100G	ARTICLES DIVERS               	TERRINE - BOCAUX - SAUCIS-FROM	5190	4.162499904633	0	3
BISCUITS SALES CURRY EPEAUTRE 	ARTICLES DIVERS               	TERRINE - BOCAUX - SAUCIS-FROM	5191	3.125	0	3
BISCUITS SALES CUMIN EPEAUTRE 	ARTICLES DIVERS               	TERRINE - BOCAUX - SAUCIS-FROM	5192	3.125	0	3
GUE MOINES ROI DE COEUR 75VP  	BIERES                        	BIERE 75VP                    	5207	3.800927994251	39	2
CLASH OF THE TITANS 33VP      	BIERES                        	BIERE 20/25/33/35CL VP        	5208	2.881473047733	3	2
GUE DES MOINES PREAMBULE 75VP 	BIERES                        	BIERE 75VP                    	5254	3.864496090412	44	2
GUE MOINES GAME OVER 75VP     	BIERES                        	BIERE 75VP                    	5255	3.864496090412	29	2
FORFAIT DEMONTAGE             	SERVICES                      	SERVICES FRAIS                	5258	140	0	2
RATZ PALE ALE BIO 33VP        	BIERES                        	BIERE 20/25/33/35CL VP        	5268	1.624819985628	64	2
RATZ PALE ALE BIO 75VP        	BIERES                        	BIERE 75VP                    	5269	3.305980856419	21	2
ANGELUS BLONDE 33VP X12       	BIERES                        	BIERE 20/25/33/35CL VP        	5271	1.710584968329	0	2
LINDEMANS C.RENE GUEUZE 37,5VP	BIERES                        	BIERE 20/25/33/35CL VP        	5273	2.910438859463	36	2
LINDEMANS C.RENE KRIEK 37,5VP 	BIERES                        	BIERE 20/25/33/35CL VP        	5274	3.522372090817	135	2
CHIPS NATURE 125G             	ARTICLES DIVERS               	BISCUITS - CHOCOLATS - CHIPS  	5275	1.915200076103	60	3
CHIPS PIMENT D'ESPELETTE 100G 	ARTICLES DIVERS               	BISCUITS - CHOCOLATS - CHIPS  	5276	2.456999981403	20	3
CHIPS AUX HERBES 125G         	ARTICLES DIVERS               	BISCUITS - CHOCOLATS - CHIPS  	5277	1.98	21	3
CHIPS TOMATE 125G             	ARTICLES DIVERS               	BISCUITS - CHOCOLATS - CHIPS  	5278	2.008299987316	37	3
GUE MOINES DAME DE COEUR 75VP 	BIERES                        	BIERE 75VP                    	5285	3.771335983276	54	2
VODKA LEGENDE KREMLIN DORE 70C	ALCOOL                        	VODKA                         	5287	26.18550052643	5	2
GIN CANAIMA 70CL              	ALCOOL                        	GIN                           	5300	20.9	5	2
COF FLY VODKA SQUADRON 303 70C	ALCOOL                        	VODKA                         	5304	33.2975	1	2
VODKA LEGENDE KREMLIN NOIR 70C	ALCOOL                        	VODKA                         	5310	26.18550052643	4	2
RHUM LA FAVORITE BLANC 70CL   	ALCOOL                        	RHUMS DOMS                    	5313	29.8	0	2
GUE MOINES SERIE NOIRE 75VP   	BIERES                        	BIERE 75VP                    	5324	3.742470145226	18	2
GUE MOINES SUPER POWER 75VP   	BIERES                        	BIERE 75VP                    	5325	3.771335983276	18	2
CLOS DES MENUTS RGE 2005 75CL 	VINS                          	ST EMILION GD CRU             	5326	29.22308940888	0	2
CLOS DES MENUTS RGE 2017 75CL 	VINS                          	ST EMILION GD CRU             	5327	12.64808940888	10	2
CH COUTET BLANC 2005 75CL     	VINS                          	SAUTERNES                     	5333	39.36309089661	3	2
MENUTS BORDEAUX RGE 2012 75CL 	VINS                          	BORDEAUX                      	5335	5.173090028763	23	2
CLOS DES MENUTS RGE 1995 75CL 	VINS                          	ST EMILION GD CRU             	5340	43.71808891296	0	2
VERRE A WHISKY PATRICK 19CL   	ARTICLES DIVERS               	VERRERIE                      	5345	5.076000022888	0	2
SUPPORT BLLE FELIX BOULISTE   	ARTICLES DIVERS               	ARTICLES DE CAVE / BIERE & VIN	5349	15.53499975205	1	2
COFF LIAM 2 BLLES JOYEUX ANNIV	ARTICLES DIVERS               	CORBEILLES - COFFRETS- CARTONS	5350	8.202999925613	0	2
FEVER TREE MEDITERRANEAN 20VP 	SOFTS                         	BOISSONS SUCREES VP           	5394	1.15	211	3
GUE MOINES BLDE OCCITANIE 75VP	BIERES                        	BIERE 75VP                    	5398	3.371433093548	49	2
BON ACHAT SANS TVA METRO      	REMISES                       	REMISES                       	5401	40	-2	5
FAUTEUIL IRON GRIS METAL      	MATERIELS                     	MATERIEL VENTE                	5402	54	24	2
TABOURET HAUT IRON GRIS METAL 	MATERIELS                     	MATERIEL VENTE                	5403	45	22	2
MANGE DEBOUT IRON GRIS METAL  	MATERIELS                     	MATERIEL VENTE                	5404	130	6	2
TABLE IRON GRIS METAL         	MATERIELS                     	MATERIEL VENTE                	5405	135	6	2
EDV MIRABELLE ST FLORIAN 70CL 	ALCOOL                        	EAU DE VIE                    	5411	13	1	2
COCA COLA ZERO S/PLACE 33CL   	SOFTS                         	BOISSONS SUCREES VC COMPTOIR  	5417	2.7023625	-1	4
VIN ROUGE 12,5CL A 3€         	COMPTOIR TERRASSE             	COMPTOIR TERRASSE             	5418	2.5	-6	2
VIN BLANC 12.5CL A 3€         	COMPTOIR TERRASSE             	COMPTOIR TERRASSE             	5419	2.5	-7	2
THE PECHE FUZETEA S/PLACE 33CL	SOFTS                         	BOISSONS SUCREES VC COMPTOIR  	5420	2.708354966015	-15	4
SCHWEPPES IND TONIC S/PLACE 25	SOFTS                         	BOISSONS SUCREES VC COMPTOIR  	5421	2.674819966435	0	4
LIMONADE S/PLACE 25CL         	SOFTS                         	BOISSONS SUCREES VP           	5422	2.185216964877	0	4
DIABOLO S/PLACE 25CL          	SOFTS                         	BOISSONS SUCREES VP           	5423	2.457961184073	0	4
GARAGE SANTAKO 33BTE          	BIERES                        	BIERE 33/44/50 CL CANETTE     	5429	2.025	166	2
GARAGE OCATA 30L KEYKEG       	BIERES                        	BIERE FUT 30L                 	5430	4.490878036022	270	2
GARAGE SANTAKO 30L KK         	BIERES                        	BIERE FUT 30L                 	5431	4.594094667149	90	2
MUSCAT RIVESALTES 8CL AU VERRE	VINS AU COMPTOIR              	VINS AU COMPTOIR              	5435	2	0	2
VIN ROSE 12.5CL A 4€          	COMPTOIR TERRASSE             	COMPTOIR TERRASSE             	5436	3.333	-3	2
BLANCHE DE WATOU 30L          	BIERES                        	BIERE FUT 30L                 	5451	2.75	1770	2
OLIVE COCKTAIL MAROCAINE 2.5KG	ARTICLES DIVERS               	TERRINE - BOCAUX - SAUCIS-FROM	5463	12.7874994278	2	3
VERRE INCASSABLE MOJITO 43CL  	ARTICLES DIVERS               	ARTICLES DIVERS               	5468	1.961699926853	50	2
SUCRE BUCHETTES 500 X 5G      	ALIMENTAIRES                  	SUCRE DOSES                   	5470	5.407999801636	0	3
RHUM KARUKERA ALLIGATOR 70CL  	ALCOOL                        	RHUMS TIERS                   	5496	46.6	1	2
GARAGE SOUP 30L KEYKEG        	BIERES                        	BIERE FUT 30L                 	5510	5.260800170898	360	2
QUEUE CHARRUE TRIPLE  75VP X6 	BIERES                        	BIERE 75VP                    	5521	3.242673010826	0	2
