Désignation article;Désignation famille;Désignation sous famille;Article;Prix VENTE;Stock en UV;Code TVA
CAISSE BOIS VIDE HEXA 7X25CL  	ARTICLES DIVERS               	CORBEILLES - COFFRETS- CARTONS	2631	5.1	53	2
LOCATION TETE GUINNESS        	SERVICES                      	SERVICES LOCATIONS            	2648	130	-2	2
LOCATION TETE TRIANGULAIRE    	SERVICES                      	SERVICES LOCATIONS            	2649	130	-17	2
CAMPLAZENS RESERVE ROUGE 75CL 	VINS                          	LA CLAPE                      	2681	8.5	5	2
OUROBOROS STRONGGUS NOIRE 33VP	BIERES                        	BIERE 20/25/33/35CL VP        	2689	2.347375005484	0	2
SAINTE CRU WHITE RABBIT 33VP  	BIERES                        	BIERE 20/25/33/35CL VP        	2696	1.908060021401	64	2
SAINTE CRU ORANGE MECANIQ 33VP	BIERES                        	BIERE 20/25/33/35CL VP        	2697	2.018940008879	1	2
GUE MOINES SERIE NOIRE 15L    	BIERES                        	BIERE FUT 10L/15L             	2709	3.75	45	2
FRAIS LIVRAISON               	SERVICES                      	SERVICES FRAIS                	2798	45	2	2
FRAIS PREPARATION PALETTE     	SERVICES                      	SERVICES FRAIS                	2818	25	5	2
EDGE B 6 BARREL IMP STOUT 20LK	BIERES                        	BIERE FUT 20L                 	2836	6.25	20	2
FRAIS NETTOYAGE MACHINE A CAFE	SERVICES                      	NETTOYAGE                     	2870	16.6667	-5	2
REFACTURATION BACHE ROUGE ABS 	MATERIELS                     	MATERIEL VENTE                	2880	80	-1	2
PIECE DETACHEE CPTOIR P/TENTE 	MATERIELS                     	MATERIEL VENTE                	2889	4.1666	-10	2
CARTON VIDE 24X33 HAUTE       	ARTICLES DIVERS               	CORBEILLES - COFFRETS- CARTONS	2895	0.75	0	2
CARTON VIDE 24X33 BASSE       	ARTICLES DIVERS               	CORBEILLES - COFFRETS- CARTONS	2896	0.8	0	2
CARTON VIDE 24X25 HAUTE       	ARTICLES DIVERS               	CORBEILLES - COFFRETS- CARTONS	2897	0.7	0	2
CARTON VIDE 20X37,5           	ARTICLES DIVERS               	CORBEILLES - COFFRETS- CARTONS	2900	0.85	0	2
TETE CREUSE MICRO MATIC       	MATERIELS                     	VENTE MATERIEL MOBILE         	2903	139.44	25	2
TETE PLATE ALUMASC JG3/8 GUEST	MATERIELS                     	VENTE MATERIEL MOBILE         	2904	80.51	-2	2
FRAIS CONDIT CARTON DELIRIUM  	SERVICES                      	SERVICES FRAIS                	2932	8.4	-7	2
FRAIS CONDIT CARTON 25/33/75CL	SERVICES                      	SERVICES FRAIS                	2934	3.6	-6	2
FRAIS CONDITIONNEMENT 33CL    	SERVICES                      	SERVICES FRAIS                	2939	2.4	-14	2
POMPE PYTHON TOTTON 7M EQUIPEE	MATERIELS                     	MATERIEL VENTE                	2943	132.52	-1	2
MACHINE FROID SEC 1T FS25     	MATERIELS                     	VENTE MATERIEL MOBILE         	2946	807.2428	0	2
LOCATION FRIGO VITRINE        	SERVICES                      	SERVICES LOCATIONS            	2960	33.33	0	2
INTERVENTION TECHNIQUE        	SERVICES                      	SERVICES TECHNIQUES           	2963	41.6666	-30	2
FRAIS CONDIT CARTON 50CL      	SERVICES                      	SERVICES FRAIS                	2970	3.2	-6	2
CONVIVIALITE ROUGE 75CL       	VINS PERMANENTS               	IGP COTEAUX NARBONNE          	2972	4.454999935627	199	2
GARAGE SOUP  44BTE            	BIERES                        	BIERE 33/44/50 CL BTE         	2978	3.2535	232	2
CAISSON BOIS SUR MESURE       	MATERIELS                     	MATERIEL VENTE                	2987	3200	-1	2
STE CRU HARA-KIRI TRIPLE 33VP 	BIERES                        	BIERE 20/25/33/35CL VP        	2989	1.988976073265	0	2
LUPULUS BLANCHE 20L           	BIERES                        	BIERE FUT 20L                 	3021	3.8	0	2
L'EXCUSE DEUS EX MACHINE 30L D	BIERES                        	BIERE FUT 30L                 	3113	6	30	2
CAROLUS CVDK WHISK INFUSED 20L	BIERES                        	BIERE FUT 20L                 	3119	5.362875115871	0	2
DE RANKE KRIEK 75VC           	BIERES                        	BIERE 75VC                    	3139	6.267239713669	58	2
GUE MOINES ROI COEUR IPA 15L  	BIERES                        	BIERE FUT 10L/15L             	3145	3.4	255	2
MACHINE A GLACONS N55A AIR    	MATERIELS                     	MATERIEL VENTE                	3164	1730	-1	2
CAISSE BOIS 6X33CL HAUTE VIDE 	ARTICLES DIVERS               	CORBEILLES - COFFRETS- CARTONS	3165	4.6	4	2
CHAMP TRICHET CARACTERE 75CL  	VINS PERMANENTS               	CHAMPAGNE                     	3172	20.1	53	2
KWAK 6L                       	BIERES                        	BIERES FUT 5L/6L/12.5L        	3179	26.55	20	2
DETENDEUR BOUTEILLE (MANO)    	MATERIELS                     	MATERIEL VENTE                	3216	95	0	2
ROBINET ALPHA 1 CRANTE CHROME 	MATERIELS                     	MATERIEL VENTE                	3217	114.78	0	2
FIESTA 35 1T DIRECT 1/3CV     	MATERIELS                     	VENTE MATERIEL MOBILE         	3249	1256.46	0	2
FIESTA 37 2T + COMPENS 1/4CV  	MATERIELS                     	VENTE MATERIEL MOBILE         	3250	1390.33	0	2
FIESTA 100 2T DIRECT 3/8CV    	MATERIELS                     	VENTE MATERIEL MOBILE         	3251	1948.39	0	2
FIESTA 100 2T + COMPENS 3/8CV 	MATERIELS                     	VENTE MATERIEL MOBILE         	3252	1967.51	-1	2
FROID SEC 1 TIRAGE 1/5CV 40L/H	MATERIELS                     	VENTE MATERIEL MOBILE         	3273	1386.5	0	2
FROID SEC 2 TIRAGE 1/5CV 40L/H	MATERIELS                     	VENTE MATERIEL MOBILE         	3274	1510.81	0	2
FROID SEC 1 TIRAGE 1/3CV 70L/H	MATERIELS                     	VENTE MATERIEL MOBILE         	3275	1798.34	0	2
FROID SEC 2 TIRAGE 1/3CV 70L/H	MATERIELS                     	VENTE MATERIEL MOBILE         	3276	2046.29	0	2
TETE TRIANGLE GRUNDY JG 3/8   	MATERIELS                     	VENTE MATERIEL MOBILE         	3277	80.51	0	2
TETE KEYKEG ROBINET A BILLE   	MATERIELS                     	VENTE MATERIEL MOBILE         	3278	121	22	2
SOCLE RINCAGE ALUMASC TP JG3/8	MATERIELS                     	VENTE MATERIEL MOBILE         	3279	53.81	0	2
SOCLE RINCAGE GRUNDY TT JG 3/8	MATERIELS                     	VENTE MATERIEL MOBILE         	3280	52.17	0	2
SOCLE RINCAGE SANKEY TC JG 3/8	MATERIELS                     	VENTE MATERIEL MOBILE         	3281	53.81	0	2
DETENDEUR PRINCIPAL BOUTEILLE 	MATERIELS                     	VENTE MATERIEL MOBILE         	3297	74.2	-1	2
DETENDEUR PRINCIPAL BOUTEILLE 	MATERIELS                     	VENTE MATERIEL MOBILE         	3298	84.53	0	2
DE RANKE XX BITTER 20L        	BIERES                        	BIERE FUT 20L                 	3304	4.2	160	2
DE RANKE SIMPLEX BLONDE 20L   	BIERES                        	BIERE FUT 20L                 	3305	4.2	20	2
TABLE SUN GRISE REFACT        	MATERIELS                     	MATERIEL VENTE                	3388	22.9	0	2
SAINTE CRU ORANGE MECA 30L K  	BIERES                        	BIERE FUT 30L                 	3398	4.109699885845	0	2
STE CRU DON'T PANIC 33VP      	BIERES                        	BIERE 20/25/33/35CL VP        	3411	2.027718038559	45	2
GIN CITADELLE ARTISANAL 70CL  	ALCOOL                        	GIN                           	3418	20.6	4	2
OPTION TUYAU RENFORCE 1T      	MATERIELS                     	MATERIEL VENTE                	3423	16.5	0	2
KIT SANIT BONDE S BIDON PLAST 	MATERIELS                     	VENTE MATERIEL MOBILE         	3433	130	0	2
ADAPTATEUR KEYKEG SUR BONDE S 	MATERIELS                     	MATERIEL VENTE                	3434	98.99	0	2
JEUX DE CLES                  	MATERIELS                     	MATERIEL VENTE                	3435	21.84	0	2
TENDEUR CENTRAL MAT           	MATERIELS                     	MATERIEL VENTE                	3436	25	0	2
LAUGAR FUNERALOPOLIS 33VP     	BIERES                        	BIERE 20/25/33/35CL VP        	3470	3.570599899292	2	2
FAUTEUIL BYSANCE BOIS TEINTE  	MATERIELS                     	MATERIEL VENTE                	3487	36.139	0	2
TABOURET BAR TEINTE VERT      	MATERIELS                     	MATERIEL VENTE                	3488	40.52	0	2
GARAGE TRIANGLES  20LK        	BIERES                        	BIERE FUT 20L                 	3529	5.090400085449	0	2
RHUM HAMPDEN OF 46%  VERT 70CL	ALCOOL                        	RHUMS TIERS                   	3538	42	0	2
KARMELIET TRIPLE 6L           	BIERES                        	BIERES FUT 5L/6L/12.5L        	3553	28.55	27	2
SABLES CITRON 100G ETUI       	ARTICLES DIVERS               	TERRINE - BOCAUX - SAUCIS-FROM	3562	2.874999940395	0	3
ORANGETTES CHOCOLAT NOIR 80G  	ARTICLES DIVERS               	TERRINE - BOCAUX - SAUCIS-FROM	3563	4.375	0	3
SABLES FOURRES A LA FRAMB 100G	ARTICLES DIVERS               	TERRINE - BOCAUX - SAUCIS-FROM	3564	3.000000119209	0	3
QUINCE VANILLA BLACK VELV 20LK	BIERES                        	BIERE FUT 20L                 	3585	5.45	20	2
VERRE BROOKLYN 25CL           	ARTICLES DIVERS               	VERRERIE                      	3587	2.055566717339	24	2
H100 2T 3/8CV POIDS 55K DIRECT	MATERIELS                     	VENTE MATERIEL MOBILE         	3669	1484.956151123	0	2
VERRE LA CORNE BOIS DES PENDUS	ARTICLES DIVERS               	VERRERIE                      	3670	6.5	0	2
TETE PLATE MICROMATIC         	MATERIELS                     	VENTE MATERIEL MOBILE         	3678	138.76	-7	2
LAUGAR BASATIA 20L K          	BIERES                        	BIERE FUT 20L                 	3697	5.636875033379	0	2
GOB REUTILISABLES J25/30CL X50	ARTICLES DIVERS               	REUTILISABLES                 	3738	6	297	2
VERRE PAIX DIEU 25/30CL       	ARTICLES DIVERS               	VERRERIE                      	3754	10.75	0	2
GARAGE TRIANGLES 4°8 44BTE    	BIERES                        	BIERE 33/44/50 CL BTE         	3762	3.294000077248	-3	2
TABLES COMPTOIR FERIA + JUPES 	MATERIELS                     	MATERIEL VENTE                	3763	363.3334	0	2
KIT COTES BACHES 4X4 BLC 520G 	MATERIELS                     	MATERIEL VENTE                	3764	249.17	0	2
STRUCTURE HT GAMME 4X4 PRO50  	MATERIELS                     	MATERIEL VENTE                	3765	749.17	0	2
RAMASSE GOUTTES 400X200       	MATERIELS                     	MATERIEL VENTE                	3766	145	0	2
REFACT FRAIS FESTIVAL BIERE   	SERVICES                      	SERVICES FRAIS                	3773	305	0	2
LAUGAR AUPA TOVARISCH 20L K   	BIERES                        	BIERE FUT 20L                 	3784	6.816859941483	0	2
SCHWEPPES AGRUME 25VC         	SOFTS                         	BOISSONS SUCREES VC           	3794	0.95	264	3
POCHETTE 1 BLLE ESPRIT ECO ARG	ARTICLES DIVERS               	CORBEILLES - COFFRETS- CARTONS	3797	0.5	0	2
GUE MOINES ROI COEUR IPA 30L  	BIERES                        	BIERE FUT 30L                 	3830	3.4	510	2
REFACTURATION TENTES PLIANTES 	MATERIELS                     	MATERIEL VENTE                	3831	2499.17	0	2
O HARA S 51 STATE IPA 30L     	BIERES                        	BIERE FUT 30L                 	3833	4.467450094223	0	2
TABLE COMPTOIR FERIA JUPE +PUB	MATERIELS                     	MATERIEL VENTE                	3834	389	0	2
CHAMP TRICHET PUISSANCE 75CL  	VINS                          	CHAMPAGNE CUVEE               	3836	24.75	12	2
DE RANKE MIRAKEL 75VC         	BIERES                        	BIERE 75VC                    	3849	6.27440782547	43	2
COMPOSITION DE SCIE CLOCHE    	MATERIELS                     	MATERIEL VENTE                	3863	294.96	0	2
PISTOLET PROFESSIONNEL POUR   	MATERIELS                     	MATERIEL VENTE                	3864	82.9	0	2
TIMMERMANS PECHE LAMBICUS 15L 	BIERES                        	BIERE FUT 10L/15L             	3866	4.2	30	2
MARTINI FIERO 100CL           	ALCOOL                        	LIQUEURS CREMES               	3883	9.05	7	2
BLANCHE DE BRUXELLES 33VC X12 	BIERES                        	BIERE 33CL VC                 	3896	1.066500028968	8	2
UNION DOUBLE MIXTE 5/16 SM-3/8	MATERIELS                     	MATERIEL VENTE                	3905	7	0	2
RACCORD CO2 SORTIE GUEST      	MATERIELS                     	MATERIEL VENTE                	3906	18.33	0	2
TUYAU PEBD CIRCUIT EAU GUEST  	MATERIELS                     	MATERIEL VENTE                	3907	244.96	0	2
SUPPORT VANNE GUEST           	MATERIELS                     	MATERIEL VENTE                	3908	3.9	0	2
DETENDEUR PRINCIPAL DROITE    	MATERIELS                     	MATERIEL VENTE                	3909	125.62	0	2
ADAPTATEUR DE RINCAGE A AVEC  	MATERIELS                     	VENTE MATERIEL MOBILE         	3910	79.64	-2	2
ADAPTATEUR DE RINCAGE S AVEC  	MATERIELS                     	VENTE MATERIEL MOBILE         	3911	79.64	-4	2
DUCHESSE BERRY RGE 2018 75CL  	VINS                          	BORDEAUX                      	3912	2.473200023174	0	2
LOCATION COMPTOIR PLIANT 2M60 	SERVICES                      	SERVICES LOCATIONS            	3936	8.3334	0	2
DE RANKE GULDENBERG 20L       	BIERES                        	BIERE FUT 20L                 	3944	4.295590090752	480	2
MACHINE A GLACONS 29KG/AIR    	MATERIELS                     	MATERIEL VENTE                	3975	780.9	0	2
LAVE VAISSELLE STANDARD 50X50 	MATERIELS                     	MATERIEL VENTE                	3976	952.66	0	2
CAISSE BOIS 8 BLLES AVEC ANSE 	ARTICLES DIVERS               	CORBEILLES - COFFRETS- CARTONS	3977	4.0832	117	2
LEFORT TRIPLE 75VP            	BIERES                        	BIERE 75VP                    	3979	4.832820858955	29	2
CREME MURE DELAITRE 100CL     	ALCOOL                        	LIQUEURS CREMES               	3983	10.5	0	2
BARBAR BLONDE 75VP X6         	BIERES                        	BIERE 75VP                    	3992	3.825764966011	60	2
RHUM 3 RIV CANNE BRULEE 70CL  	ALCOOL                        	RHUMS DOMS                    	3995	21.1	4	2
VERRES 3 RIVIERES MOJITO      	ARTICLES DIVERS               	VERRERIE                      	3997	2	0	2
CAMPLAZENS LA GARRIGUE 75CL   	VINS                          	LA CLAPE                      	4004	6.45	129	2
LINDEMANS GUEUZE C RENE 75VP  	BIERES                        	BIERE 75VP                    	4012	4.892534959316	60	2
LINDEMANS KRIEK C RENE 75VP   	BIERES                        	BIERE 75VP                    	4013	4.332689917088	23	2
BASQ IMPARABLE 33 BOITE       	BIERES                        	BIERE 33/44/50 CL BTE         	4022	2.187000006437	487	2
BASQUELAND SANTA CLARA 44BTE  	BIERES                        	BIERE 33/44/50 CL BTE         	4036	2.02000402689	8	2
SAISON DUPONT BIO 20L         	BIERES                        	BIERE FUT 20L                 	4047	3.9	0	2
SCHWEPPES AGRUME 33BTE        	SOFTS                         	BOISSONS SUCREES BTE          	4048	0.6843150168657	168	3
LAUGAR BASATIA 33VP           	BIERES                        	BIERE 20/25/33/35CL VP        	4056	2.239650052786	3	2
LINDEMANS LAMBIC 1 AN 20L K   	BIERES                        	BIERE FUT 20L                 	4066	4.1	480	2
LINDEMANS GINGER GUEUZE 75VP  	BIERES                        	BIERE 75VP                    	4067	9.541256275177	215	2
LA TOUR OLIVIER 2017 BIO 75CL 	VINS PERMANENTS               	GAILLAC                       	4080	5.129999935627	0	2
DETENDEUR SUR APP POUR PREMIX 	MATERIELS                     	MATERIEL VENTE                	4084	123.66	0	2
DETENDEUR SUR APP POUR PREMIX 	MATERIELS                     	MATERIEL VENTE                	4085	132.97	0	2
GARAGE OCATA 44BTE            	BIERES                        	BIERE 33/44/50 CL BTE         	4102	2.619000077248	269	2
DOUILLES CANNELEES 3/8X3/8    	MATERIELS                     	MATERIEL VENTE                	4112	3.59	0	2
UNION FEMELLE 3/8-1/4 NPTF    	MATERIELS                     	MATERIEL VENTE                	4113	3.65	0	2
PETRUS TRIPLE 33VC            	BIERES                        	BIERE 33CL VC                 	4115	1.144493985176	82	2
PETRUS BLONDE 33VC            	BIERES                        	BIERE 33CL VC                 	4116	1.059404002428	0	2
GIN HENDRICK'S ORBIUM 70CL    	ALCOOL                        	GIN                           	4119	36	0	2
GIN HENDRICK'S MIDSUMMER 70CL 	ALCOOL                        	GIN                           	4120	30.9	0	2
VERRE CERES 25CL              	ARTICLES DIVERS               	VERRERIE                      	4141	0.7	0	2
REGULATEUR AUTOMATIQUE CO2    	MATERIELS                     	MATERIEL VENTE                	4143	150.37	0	2
FC LINE 55 L 3/8 CV           	MATERIELS                     	MATERIEL VENTE                	4145	1091.5	0	2
PANNEAU DE CAVE BLANC PVC     	MATERIELS                     	VENTE MATERIEL MOBILE         	4147	51.5	1	2
